"spark_size","total_re_emergence_prob_1_year","total_re_emergence_prob_2_year","total_re_emergence_prob_3_year","spark_year","R_naught","sigma_P","gamma","phi","sigma_M","rho","Beta_0","delta","mu_H","N_0","I_0","R_0","C_0","r","omega","epsilon","t_stop_immigration","spark","spark_time_start","spark_time_end"
1,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.05,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.84,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1991,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.08,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.91,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1992,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.11,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.91,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1993,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.12,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.98,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1994,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.21,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.96,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1995,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.28,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.99,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1996,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.31,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,0.99,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1997,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.41,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,1,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1998,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
10,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
20,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
50,0,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
100,0.47,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
200,1,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
500,1,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1000,1,0,0,1999,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
1,0,0,0,2000,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
2,0,0,0,2000,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
5,0,0,0,2000,1.179956366358,0.20704724137931,0.0588235294117647,1.1676141164407,0.579479754769087,0.0291119694397162,0.0692131223123897,0.658927609180099,3.68e-05,5281842,253126.204310834,0,0,2.02577239877577e-05,0.01721420632104,0,1430,1000,8035,8066
